SN,Total_Feedback_Given,Total_Configured,Questions,Weightage_1,Weightage_2,Weightage_3,Weightage_4,Weightage_5,Average/_Percentage,Course_Name,Basic_Course,Weighted_Average,Average_Percentage,Derived_Sentiment,Synthetic_Feedback,TextBlob_Sentiment,VADER_Sentiment
12,7,159,The teachers illustrate the concepts through examples and applications.,0,3,1,1,2,,SYBSC,BACHELOR OF SCIENCE,3.2857142857142856,65.71428571428571,Neutral,The course was average and could be improved.,Negative,Positive
13,7,159,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,1,2,1,,SYBSC,BACHELOR OF SCIENCE,2.857142857142857,57.14285714285714,Neutral,The course was average and could be improved.,Negative,Positive
14,7,159,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,2,2,1,,SYBSC,BACHELOR OF SCIENCE,3.142857142857143,62.857142857142854,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,7,159,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,6,1,0,,SYBSC,BACHELOR OF SCIENCE,3.142857142857143,62.857142857142854,Neutral,The course was average and could be improved.,Negative,Positive
16,7,159,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,3,1,2,1,,SYBSC,BACHELOR OF SCIENCE,3.142857142857143,62.857142857142854,Neutral,The course was average and could be improved.,Negative,Positive
17,7,159,Teachers encourage you to participate in extracurricular activities.,0,0,4,1,2,,SYBSC,BACHELOR OF SCIENCE,3.7142857142857144,74.28571428571429,Neutral,The course was average and could be improved.,Negative,Positive
18,7,159,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,2,2,1,,SYBSC,BACHELOR OF SCIENCE,3.2857142857142856,65.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,7,159,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,4,2,0,,SYBSC,BACHELOR OF SCIENCE,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
20,7,159,The overall quality of the teaching-learning process in your institute is very good.,0,1,3,2,1,,SYBSC,BACHELOR OF SCIENCE,3.4285714285714284,68.57142857142857,Neutral,The course was average and could be improved.,Negative,Positive
1,27,48,How much of the syllabus was covered in the class?,1,4,7,9,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.5555555555555554,71.1111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,27,48,How well did the teachers prepare for the classes?,1,5,5,10,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.5555555555555554,71.1111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,27,48,How well were the teachers able to communicate?,1,7,3,6,10,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.6296296296296298,72.5925925925926,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,27,48,The teachers approach to teaching can best be described as,2,5,11,3,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.2222222222222223,64.44444444444444,Neutral,The course was average and could be improved.,Negative,Positive
5,27,48,Fairness of the internal evaluation process by the teachers.,3,4,4,11,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.4074074074074074,68.14814814814815,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,27,48,Was your performance in assignments discussed with you?,1,7,3,9,7,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.5185185185185186,70.37037037037037,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,27,48,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,4,6,9,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.4814814814814814,69.62962962962963,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,27,48,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,7,2,9,7,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.4444444444444446,68.88888888888889,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,27,48,The institution provides multiple opportunities to learn and grow.,4,2,7,5,9,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.4814814814814814,69.62962962962963,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,27,48,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",6,3,6,8,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.037037037037037,60.74074074074074,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,27,48,Your mentor does a necessary follow-up with an assigned task to you.,0,6,9,8,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.3703703703703702,67.4074074074074,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,27,48,The teachers illustrate the concepts through examples and applications.,2,4,10,9,2,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.185185185185185,63.70370370370371,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,27,48,The teachers identify your strengths and encourage you to provide the proper level of challenges.,4,3,5,7,8,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.4444444444444446,68.88888888888889,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,27,48,Teachers are able to identify your weaknesses and help you to overcome them.,5,8,3,6,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,2.925925925925926,58.518518518518526,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
15,27,48,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,7,6,7,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.3703703703703702,67.4074074074074,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,27,48,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",2,6,9,5,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.185185185185185,63.70370370370371,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,27,48,Teachers encourage you to participate in extracurricular activities.,4,4,6,10,3,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.1481481481481484,62.96296296296296,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,27,48,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",2,4,11,6,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.2222222222222223,64.44444444444444,Neutral,The course was average and could be improved.,Negative,Positive
19,27,48,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,4,7,10,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.5185185185185186,70.37037037037037,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,27,48,The overall quality of the teaching-learning process in your institute is very good.,1,4,10,8,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.3703703703703702,67.4074074074074,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,17,118,How much of the syllabus was covered in the class?,0,2,6,5,4,,TYBA,BACHELOR OF ARTS,3.6470588235294117,72.94117647058823,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,17,118,How well did the teachers prepare for the classes?,0,0,3,5,9,,TYBA,BACHELOR OF ARTS,4.352941176470588,87.05882352941175,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,17,118,How well were the teachers able to communicate?,0,0,2,5,10,,TYBA,BACHELOR OF ARTS,4.470588235294118,89.41176470588236,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,17,118,The teachers approach to teaching can best be described as,0,1,5,5,6,,TYBA,BACHELOR OF ARTS,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,17,118,Fairness of the internal evaluation process by the teachers.,0,0,2,4,11,,TYBA,BACHELOR OF ARTS,4.529411764705882,90.58823529411765,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,17,118,Was your performance in assignments discussed with you?,0,0,2,2,13,,TYBA,BACHELOR OF ARTS,4.647058823529412,92.94117647058823,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,17,118,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,3,3,11,,TYBA,BACHELOR OF ARTS,4.470588235294118,89.41176470588236,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,17,118,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,2,7,8,,TYBA,BACHELOR OF ARTS,4.352941176470588,87.05882352941175,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,17,118,The institution provides multiple opportunities to learn and grow.,0,0,5,9,3,,TYBA,BACHELOR OF ARTS,3.8823529411764706,77.64705882352942,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,17,118,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,2,1,1,13,,TYBA,BACHELOR OF ARTS,4.470588235294118,89.41176470588236,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,17,118,Your mentor does a necessary follow-up with an assigned task to you.,0,2,4,3,8,,TYBA,BACHELOR OF ARTS,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,17,118,The teachers illustrate the concepts through examples and applications.,0,2,5,3,7,,TYBA,BACHELOR OF ARTS,3.8823529411764706,77.64705882352942,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,17,118,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,4,6,6,,TYBA,BACHELOR OF ARTS,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,17,118,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,4,1,10,,TYBA,BACHELOR OF ARTS,4.0588235294117645,81.17647058823529,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,17,118,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,1,2,11,3,,TYBA,BACHELOR OF ARTS,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,17,118,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,3,2,3,9,,TYBA,BACHELOR OF ARTS,4.0588235294117645,81.17647058823529,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,17,118,Teachers encourage you to participate in extracurricular activities.,0,0,4,8,5,,TYBA,BACHELOR OF ARTS,4.0588235294117645,81.17647058823529,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,17,118,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,3,2,4,8,,TYBA,BACHELOR OF ARTS,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,17,118,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,2,3,9,3,,TYBA,BACHELOR OF ARTS,3.764705882352941,75.29411764705883,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,17,118,The overall quality of the teaching-learning process in your institute is very good.,0,1,4,7,5,,TYBA,BACHELOR OF ARTS,3.9411764705882355,78.82352941176471,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,39,331,How much of the syllabus was covered in the class?,2,5,8,8,16,,TYBCOM,BACHELOR OF COMMERCE,3.7948717948717947,75.8974358974359,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,39,331,How well did the teachers prepare for the classes?,0,2,10,21,6,,TYBCOM,BACHELOR OF COMMERCE,3.7948717948717947,75.8974358974359,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,39,331,How well were the teachers able to communicate?,1,2,6,9,21,,TYBCOM,BACHELOR OF COMMERCE,4.205128205128205,84.1025641025641,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,39,331,The teachers approach to teaching can best be described as,1,2,11,14,11,,TYBCOM,BACHELOR OF COMMERCE,3.8205128205128207,76.41025641025642,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,39,331,Fairness of the internal evaluation process by the teachers.,1,6,8,8,16,,TYBCOM,BACHELOR OF COMMERCE,3.8205128205128207,76.41025641025642,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,39,331,Was your performance in assignments discussed with you?,1,7,8,9,14,,TYBCOM,BACHELOR OF COMMERCE,3.717948717948718,74.35897435897436,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,39,331,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,5,11,6,15,,TYBCOM,BACHELOR OF COMMERCE,3.6923076923076925,73.84615384615385,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,39,331,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",4,6,6,12,11,,TYBCOM,BACHELOR OF COMMERCE,3.5128205128205128,70.25641025641025,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,39,331,The institution provides multiple opportunities to learn and grow.,2,5,9,11,12,,TYBCOM,BACHELOR OF COMMERCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,39,331,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,6,7,11,15,,TYBCOM,BACHELOR OF COMMERCE,3.8974358974358974,77.94871794871796,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,39,331,Your mentor does a necessary follow-up with an assigned task to you.,4,7,5,5,18,,TYBCOM,BACHELOR OF COMMERCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,39,331,The teachers illustrate the concepts through examples and applications.,3,5,4,10,17,,TYBCOM,BACHELOR OF COMMERCE,3.8461538461538463,76.92307692307693,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,39,331,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,4,5,15,13,,TYBCOM,BACHELOR OF COMMERCE,3.8461538461538463,76.92307692307693,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,39,331,Teachers are able to identify your weaknesses and help you to overcome them.,3,3,8,13,12,,TYBCOM,BACHELOR OF COMMERCE,3.717948717948718,74.35897435897436,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,39,331,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",3,4,9,15,8,,TYBCOM,BACHELOR OF COMMERCE,3.5384615384615383,70.76923076923076,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,39,331,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",2,7,11,11,8,,TYBCOM,BACHELOR OF COMMERCE,3.41025641025641,68.2051282051282,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,39,331,Teachers encourage you to participate in extracurricular activities.,0,5,13,11,10,,TYBCOM,BACHELOR OF COMMERCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,39,331,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,4,8,14,13,,TYBCOM,BACHELOR OF COMMERCE,3.923076923076923,78.46153846153847,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,39,331,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",7,3,13,5,11,,TYBCOM,BACHELOR OF COMMERCE,3.2564102564102564,65.12820512820512,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,39,331,The overall quality of the teaching-learning process in your institute is very good.,1,5,4,14,15,,TYBCOM,BACHELOR OF COMMERCE,3.948717948717949,78.97435897435898,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,4,105,How much of the syllabus was covered in the class?,0,0,3,0,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
2,4,105,How well did the teachers prepare for the classes?,0,0,0,3,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,85.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,4,105,How well were the teachers able to communicate?,0,0,0,3,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,85.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,4,105,The teachers approach to teaching can best be described as,0,0,3,0,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
5,4,105,Fairness of the internal evaluation process by the teachers.,0,0,1,2,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,4,105,Was your performance in assignments discussed with you?,0,0,2,0,2,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,80.0,Neutral,The course was average and could be improved.,Negative,Positive
7,4,105,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,1,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.75,75.0,Neutral,The course was average and could be improved.,Negative,Positive
8,4,105,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,1,1,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,70.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,4,105,The institution provides multiple opportunities to learn and grow.,0,0,0,3,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,85.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,4,105,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,1,2,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,85.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,4,105,Your mentor does a necessary follow-up with an assigned task to you.,3,0,0,0,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,2.0,40.0,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
12,4,105,The teachers illustrate the concepts through examples and applications.,0,0,0,1,3,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.75,95.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,4,105,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,3,0,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
14,4,105,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,1,3,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.75,95.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,4,105,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,0,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,4,105,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,0,2,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.75,75.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,4,105,Teachers encourage you to participate in extracurricular activities.,0,0,0,3,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.25,85.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,4,105,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,2,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,4,105,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,2,0,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
20,4,105,The overall quality of the teaching-learning process in your institute is very good.,0,1,0,2,1,,TYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.75,75.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,9,170,How much of the syllabus was covered in the class?,0,0,0,3,6,,TYBSC ,BACHELOR OF SCIENCE,4.666666666666667,93.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,9,170,How well did the teachers prepare for the classes?,0,0,0,3,6,,TYBSC ,BACHELOR OF SCIENCE,4.666666666666667,93.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,9,170,How well were the teachers able to communicate?,0,0,0,0,9,,TYBSC ,BACHELOR OF SCIENCE,5.0,100.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,9,170,The teachers approach to teaching can best be described as,0,0,0,2,7,,TYBSC ,BACHELOR OF SCIENCE,4.777777777777778,95.55555555555554,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,9,170,Fairness of the internal evaluation process by the teachers.,0,0,1,2,6,,TYBSC ,BACHELOR OF SCIENCE,4.555555555555555,91.11111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,9,170,Was your performance in assignments discussed with you?,0,0,1,2,6,,TYBSC ,BACHELOR OF SCIENCE,4.555555555555555,91.11111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,9,170,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,1,3,0,4,,TYBSC ,BACHELOR OF SCIENCE,3.5555555555555554,71.1111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,9,170,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,3,2,4,,TYBSC ,BACHELOR OF SCIENCE,4.111111111111111,82.22222222222221,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,9,170,The institution provides multiple opportunities to learn and grow.,0,0,1,1,7,,TYBSC ,BACHELOR OF SCIENCE,4.666666666666667,93.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,9,170,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,2,6,,TYBSC ,BACHELOR OF SCIENCE,4.444444444444445,88.8888888888889,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,9,170,Your mentor does a necessary follow-up with an assigned task to you.,0,0,1,1,7,,TYBSC ,BACHELOR OF SCIENCE,4.666666666666667,93.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,9,170,The teachers illustrate the concepts through examples and applications.,0,0,0,1,8,,TYBSC ,BACHELOR OF SCIENCE,4.888888888888889,97.77777777777779,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,9,170,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,1,7,,TYBSC ,BACHELOR OF SCIENCE,4.555555555555555,91.11111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,9,170,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,0,2,5,,TYBSC ,BACHELOR OF SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,9,170,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,2,7,,TYBSC ,BACHELOR OF SCIENCE,4.777777777777778,95.55555555555554,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,9,170,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,0,2,6,,TYBSC ,BACHELOR OF SCIENCE,4.333333333333333,86.66666666666666,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,9,170,Teachers encourage you to participate in extracurricular activities.,0,0,0,3,6,,TYBSC ,BACHELOR OF SCIENCE,4.666666666666667,93.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,9,170,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,2,6,,TYBSC ,BACHELOR OF SCIENCE,4.555555555555555,91.11111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,9,170,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,1,3,5,,TYBSC ,BACHELOR OF SCIENCE,4.444444444444445,88.8888888888889,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,9,170,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,2,6,,TYBSC ,BACHELOR OF SCIENCE,4.555555555555555,91.11111111111111,Positive,The course was very good and the teaching was effective.,Positive,Positive
